station,total_pickup,total_dropoff,net_flow,latitude,longitude,cluster_id,type
"Regent's Row , Haggerston",24842.0,20012,4830.0,51.5357688,-0.0660831,4,weekend
"Richmond Way, Shepherd's Bush",9380.0,7684,1696.0,51.504296,-0.2179309,2,weekday
"Rifle Place, Avondale",3968.0,3169,799.0,51.5090245,-0.2166694,2,weekday
"Risinghill Street, Angel",5209.0,3574,1635.0,51.5332453,-0.1121171,4,weekend
"River Street , Clerkenwell",7680.0,4431,3249.0,51.5292101,-0.1096743,4,weekday
"Riverlight North, Nine Elms",14714.0,11950,2764.0,51.482095,-0.1380243,3,weekday
"Riverlight South, Nine Elms",11286.0,9131,2155.0,51.482095,-0.1380243,3,weekend
"Rochester Row, Westminster",8440.0,7436,1004.0,51.4944548,-0.1365899,3,weekday
"Rodney Road , Walworth",8286.0,6451,1835.0,51.4916822,-0.0912151,3,weekday
"Roscoe Street, St. Luke's",8955.0,7310,1645.0,51.5233716,-0.0936113,4,weekday
"Rotherhithe Roundabout, Rotherhithe",9151.0,7507,1644.0,51.49916899999999,-0.055846,0,weekend
"Royal Avenue 1, Chelsea",5510.0,4697,813.0,51.4902057,-0.1619582,1,weekend
"Royal Avenue 2, Chelsea",9554.0,7924,1630.0,51.48976099999999,-0.1626505,1,weekend
"Royal College Street, Camden Town",11086.0,8325,2761.0,51.5405499,-0.1372786,5,weekday
"Royal London Hospital, Whitechapel",27738.0,22906,4832.0,51.5183701,-0.0589782,4,weekday
"Russell Gardens, Olympia",6264.0,4575,1689.0,51.5000894,-0.2114118,2,weekday
"Russell Square Station, Bloomsbury",13749.0,12133,1616.0,51.5230788,-0.1242635,5,weekday
"Sackville Street, Mayfair",13988.0,12442,1546.0,51.5095335,-0.1382817,5,weekday
"Sadlers Sports Centre, Finsbury",11454.0,8925,2529.0,51.5205171,-0.0873378,4,weekday
"Sail Street, Vauxhall",8598.0,6625,1973.0,51.4949634,-0.1158902,3,weekday
"Salmon Lane, Limehouse",12328.0,9497,2831.0,51.5141035,-0.0353434,0,weekend
"Saltoun Road, Brixton",9807.0,8219,1588.0,51.4605891,-0.1132353,3,weekend
"Sancroft Street, Vauxhall",6419.0,5178,1241.0,51.4893471,-0.1145934,3,weekend
"Sandilands Road, Walham Green",10340.0,8309,2031.0,51.4736679,-0.1914566,1,weekday
"Santos Road, Wandsworth",2528.0,1630,898.0,51.4578067,-0.2009283,2,weekend
"Sardinia Street, Holborn",8694.0,8857,-163.0,51.515054,-0.118249,3,weekday
"Saunders Ness Road, Cubitt Town",7374.0,6505,869.0,51.4893889,-0.0053585,0,weekend
"Scala Street, Fitzrovia",9825.0,8261,1564.0,51.5199958,-0.1357449,5,weekday
"Sea Containers, South Bank",14348.0,11964,2384.0,51.5081424,-0.1066685,3,weekday
"Sedding Street, Sloane Square",17614.0,16326,1288.0,51.4928949,-0.1567353,1,weekday
"Selby Street, Whitechapel",8642.0,6969,1673.0,51.5219479,-0.0631065,4,weekday
"Serpentine Car Park, Hyde Park",29669.0,22483,7186.0,51.505014,-0.17306,1,weekend
"Seville Street, Knightsbridge",13686.0,11348,2338.0,51.5017112,-0.1592219,5,weekend
"Seymour Place, Marylebone",12707.0,10306,2401.0,51.5177873,-0.1623949,5,weekday
"Shadwell Station, Shadwell",13383.0,10028,3355.0,51.5112348,-0.0569159999999999,0,weekend
"Sheepcote Lane, Battersea",7723.0,6146,1577.0,51.4704027,-0.161263,1,weekday
"Shepherd's Bush Road North, Shepherd's Bush",9152.0,7526,1626.0,51.5031868,-0.2232298,2,weekday
"Shoreditch Court, Haggerston",8501.0,6828,1673.0,51.5392276,-0.070603,4,weekday
"Shoreditch High Street, Shoreditch",20408.0,16922,3486.0,51.5242767,-0.0772813,4,weekday
"Shoreditch Park, Hoxton",14329.0,10616,3713.0,51.5345749,-0.0860529,4,weekday
"Shouldham Street, Marylebone",9539.0,7708,1831.0,51.518287,-0.163918,5,weekday
"Sidney Road, Stockwell",7237.0,5941,1296.0,51.4696477,-0.1183738,3,weekday
"Silverthorne Road, Battersea",8543.0,6574,1969.0,51.473171,-0.1482769,1,weekday
"Simpson Street, Clapham Junction",13691.0,11084,2607.0,51.4710407,-0.1722731,1,weekday
"Sirdar Road, Avondale",1857.0,1458,399.0,51.5938282,-0.0959862,4,weekend
"Sloane Avenue, Knightsbridge",12637.0,10873,1764.0,51.4922982,-0.1657063,1,weekday
"Smith Square, Westminster",11625.0,11234,391.0,51.4956967,-0.1269889,3,weekday
"Smugglers Way, Wandsworth",7159.0,5820,1339.0,51.4620345,-0.1906573,1,weekend
"Snow Hill, Farringdon",10022.0,8376,1646.0,51.5173224,-0.1036754,4,weekday
"Snowsfields, London Bridge",15803.0,13741,2062.0,51.5022596,-0.0854181,4,weekday
"Soho Square , Soho",30626.0,29580,1046.0,51.5153121,-0.1321359,5,weekday
"Somerset House, Strand",12199.0,11368,831.0,51.511059,-0.117148,3,weekend
"Sopwith Way, Battersea Park",12710.0,10512,2198.0,51.4791075,-0.1564981,1,weekend
"South Audley Street, Mayfair",6092.0,5282,810.0,51.5086025,-0.1513368,5,weekday
"South Bermondsey Station, Bermondsey",5071.0,3987,1084.0,51.488062,-0.0558416999999999,0,weekend
"South Kensington Station, South Kensington",21722.0,18475,3247.0,51.49415579999999,-0.1739576,1,weekday
"South Lambeth Road, Vauxhall",16604.0,13776,2828.0,51.4844268,-0.1228855,3,weekday
"South Parade, Chelsea",8160.0,6791,1369.0,51.4893786,-0.1743035,1,weekday
"South Park, Sands End",7676.0,6115,1561.0,51.4690816,-0.1944951,2,weekday
"South Quay East, Canary Wharf",1801.0,1609,192.0,51.5005076,-0.0159514,0,weekend
"South Wharf Road, Paddington",11904.0,8732,3172.0,51.5177665,-0.1737797,5,weekday
"Southampton Place, Holborn",11349.0,9796,1553.0,51.5180822,-0.1218789,3,weekday
"Southampton Street, Strand",13829.0,11514,2315.0,51.5110971,-0.1221871,3,weekday
"Southern Grove, Bow",6461.0,4919,1542.0,51.5257323,-0.0318281,0,weekend
"Southerton Road, Hammersmith",9785.0,8315,1470.0,51.495534,-0.2283942,2,weekday
"Southwark Station 1, Southwark",790.0,975,-185.0,51.503926,-0.1049685,3,weekend
"Southwark Station 2, Southwark",17324.0,15194,2130.0,51.503926,-0.1049685,3,weekday
"Southwark Street, Bankside",6282.0,5432,850.0,51.506044,-0.097814,4,weekday
"Southwick Street, Paddington",11914.0,8393,3521.0,51.5171315,-0.1709889,5,weekday
"Spanish Road, Clapham Junction",3073.0,1569,1504.0,51.4587373,-0.1806783,1,weekday
"Spencer Park, Wandsworth Common",2999.0,2303,696.0,51.4574082,-0.176277,1,weekend
"Spindrift Avenue, Millwall",4567.0,3883,684.0,51.4910173,-0.017986,0,weekend
"St John's Crescent, Brixton",4347.0,3675,672.0,51.4661636,-0.1119574,3,weekend
"St Martins Close, Camden Town",5367.0,3950,1417.0,51.5386136,-0.1385225,5,weekday
"St Mary's Hospital, Paddington",16199.0,12600,3599.0,51.5175558,-0.1742676,5,weekday
"St. Bride Street, Holborn",12826.0,15686,-2860.0,51.5151882,-0.1055483,4,weekday
"St. Chad's Street, King's Cross",6761.0,5709,1052.0,51.5295105,-0.1223544,5,weekday
"St. George Street, Mayfair",9188.0,10420,-1232.0,51.5126253,-0.1431556,5,weekday
"St. George's Square, Pimlico",13711.0,10052,3659.0,51.4874976,-0.135216,3,weekday
"St. James's Square, St. James's",26860.0,33373,-6513.0,51.5066932,-0.1350047,3,weekday
"St. John Street, Finsbury",6445.0,4612,1833.0,51.5258952,-0.1041404,4,weekday
"St. John's Park, Cubitt Town",3780.0,2973,807.0,51.4756555,0.0177343,0,weekend
"St. John's Road, Clapham Junction",11439.0,10774,665.0,51.461948,-0.1673474,1,weekend
"St. John's Wood Church, The Regent's Park",9566.0,5814,3752.0,51.533313,-0.1557646,5,weekend
"St. John's Wood Road, St. John's Wood",9522.0,5622,3900.0,51.5280754,-0.1732484,5,weekday
"St. Katharine's Way, Tower",10356.0,7737,2619.0,51.50811239999999,-0.0759493,4,weekend
"St. Luke's Church, Chelsea",11212.0,9489,1723.0,51.48954519999999,-0.1695538,1,weekday
"St. Mark's Road, North Kensington",6342.0,5233,1109.0,51.516639,-0.2135903,2,weekend
"St. Martin's Street, West End",7769.0,6935,834.0,51.5093792,-0.1299141,3,weekend
"St. Mary & St. Michael Church, Stepney",3376.0,2589,787.0,51.514097,-0.0523125,0,weekend
"St. Mary Axe, Aldgate",11644.0,9789,1855.0,51.5147423,-0.0808108,4,weekday
"St. Peter's Terrace, Fulham",12169.0,8939,3230.0,51.4789983,-0.2081479,2,weekday
"Stainsby Road , Poplar",9626.0,7171,2455.0,51.5144552,-0.0241158,0,weekend
"Stamford Street, South Bank",10607.0,9256,1351.0,51.5068107,-0.1084918,3,weekday
"Stanhope Gate, Mayfair",5901.0,4822,1079.0,51.5065847,-0.1517066,5,weekday
"Stanley Grove, Battersea",4689.0,3626,1063.0,51.4692346,-0.151527,1,weekend
"Star Road, West Kensington",9800.0,7787,2013.0,51.4871556,-0.2061795,2,weekday
"Stebondale Street, Cubitt Town",2331.0,2252,79.0,51.4893888,-0.0089302,0,weekend
"Stephendale Road, Sands End",11732.0,9017,2715.0,51.4710957,-0.1870653,1,weekday
"Stepney Green Station, Stepney",17451.0,14097,3354.0,51.5219664,-0.0466614,0,weekday
"Stewart's Road, Wandsworth Road",5306.0,3877,1429.0,51.4720887,-0.1354067,3,weekday
"Store Street, Bloomsbury",13581.0,11205,2376.0,51.519794,-0.1316834,5,weekday
"Storey's Gate, Westminster",27260.0,24524,2736.0,51.5004147,-0.1296339,3,weekend
"Strand, Strand",17875.0,15948,1927.0,51.5110832,-0.1197104,3,weekday
"Strata, Elephant & Castle",22869.0,18840,4029.0,51.4930884,-0.0994221,3,weekday
"Stratford Station, Stratford",14421.0,12185,2236.0,51.5410301,-0.0022406,0,weekend
"Sugden Road, Clapham",8564.0,6267,2297.0,51.4633089,-0.1573377,1,weekday
"Sumner Place, South Kensington",9219.0,7686,1533.0,51.4922859,-0.174839,1,weekday
"Sun Street, Liverpool Street",14860.0,12843,2017.0,51.517613,-0.0829697,4,weekday
"Surrey Lane, Battersea",10202.0,7916,2286.0,51.4749166,-0.1688276,1,weekday
"Sutton Street, Shadwell",13049.0,9486,3563.0,51.5126455,-0.0535627,0,weekend
"Swan Street, The Borough",10941.0,8459,2482.0,51.4993896,-0.0943753,4,weekday
"Tachbrook Street, Victoria",12306.0,9806,2500.0,51.4915329,-0.1379563,3,weekday
"Tallis Street, Temple",10041.0,10840,-799.0,51.5118891,-0.1079872,3,weekday
"Tanner Street, Bermondsey",14366.0,11810,2556.0,51.4997968,-0.0775475,4,weekday
"Tate Modern, Bankside",13603.0,11474,2129.0,51.5081352,-0.095185,4,weekday
"Tavistock Place, Bloomsbury",10320.0,8007,2313.0,51.5252152,-0.126684,5,weekday
"Tavistock Street, Covent Garden",15347.0,13893,1454.0,51.5121019,-0.1205188,3,weekday
"Taviton Street, Bloomsbury",14862.0,11752,3110.0,51.5253707,-0.1313773,5,weekday
"Temple Gardens, Temple",12255.0,10444,1811.0,51.5116604,-0.1108427,3,weekend
"Teversham Lane, Stockwell",6563.0,5493,1070.0,51.4760352,-0.1236261,3,weekday
"Teviot Street, Poplar",1866.0,1554,312.0,51.519088,-0.0105645,0,weekend
"The Blue, Bermondsey",8052.0,6652,1400.0,51.4923876,-0.0636361,4,weekday
"The Guildhall, Guildhall",7169.0,8324,-1155.0,51.4077193,-0.3059507,2,weekday
"The Metropolitan, Portobello",5366.0,3897,1469.0,51.5206476,-0.2006708,2,weekend
"The Tennis Courts, The Regent's Park",11516.0,8984,2532.0,51.533313,-0.1557646,5,weekend
"The Vale, Chelsea",12606.0,10254,2352.0,51.485655,-0.1755768,1,weekend
"Theobald's Road , Holborn",14190.0,11826,2364.0,51.5204653,-0.1174243,3,weekday
"Thorndike Close, West Chelsea",7306.0,5726,1580.0,51.4804997,-0.184274,1,weekday
"Thurtle Road, Haggerston",6112.0,3994,2118.0,51.5339611,-0.0716424,4,weekday
"Timber Lodge, Queen Elizabeth Olympic Park",8909.0,6963,1946.0,51.54744909999999,-0.0148273,0,weekend
"Tooley Street, Bermondsey",33574.0,28056,5518.0,51.5005387,-0.0742003,4,weekday
"Torrens Street, Angel",5962.0,4943,1019.0,51.5321993,-0.1053802,4,weekend
"Tower Gardens , Tower",21576.0,18011,3565.0,51.5984188,-0.0856642,4,weekend
"Tower Wharf, Bermondsey",14458.0,11901,2557.0,51.5072145,-0.0762844999999999,4,weekday
"Trebovir Road, Earl's Court",10686.0,8412,2274.0,51.4913935,-0.1954254,2,weekend
"Triangle Car Park, Hyde Park",26701.0,19948,6753.0,51.5064511,-0.170279,1,weekend
"Turquoise Island, Notting Hill",11094.0,8840,2254.0,51.514311,-0.200838,2,weekend
"Twig Folly Bridge, Mile End",12873.0,9019,3854.0,51.530326,-0.042744,0,weekend
"Tyers Gate, Bermondsey",9467.0,7894,1573.0,51.5009556,-0.0828483,4,weekend
"Tysoe Street, Clerkenwell",13611.0,11061,2550.0,51.5265942,-0.1088579,4,weekday
"Union Grove, Wandsworth Road",10405.0,8528,1877.0,51.473624,-0.1333053,3,weekday
"Union Street, The Borough",9960.0,8185,1775.0,51.5038098,-0.098083,4,weekday
"Upcerne Road, West Chelsea",6484.0,5019,1465.0,51.4788346,-0.1829076,1,weekday
"Upper Bank Street, Canary Wharf",12920.0,10863,2057.0,51.5050892,-0.0169358,0,weekend
"Upper Grosvenor Street, Mayfair",3043.0,2594,449.0,51.5103532,-0.1543788,5,weekend
"Upper Richmond Road, Putney",4406.0,3540,866.0,51.4607544,-0.2170916,2,weekend
"Usk Road, Clapham Junction",8323.0,6609,1714.0,51.4636315,-0.1822031,1,weekday
"Vauxhall Bridge , Pimlico",5718.0,4725,993.0,51.4901308,-0.1326939,3,weekday
"Vauxhall Cross, Vauxhall",22408.0,18291,4117.0,51.4872679,-0.1243762,3,weekday
"Vauxhall Street, Vauxhall",12537.0,10452,2085.0,51.487733,-0.1168928,3,weekday
"Vauxhall Walk, Vauxhall",6445.0,5295,1150.0,51.4898543,-0.1201578,3,weekday
"Vereker Road, West Kensington",11794.0,9405,2389.0,51.4885108,-0.2086786,2,weekend
"Vicarage Crescent, Battersea",12982.0,9698,3284.0,51.4744914,-0.1762,1,weekday
"Vicarage Gate, Kensington",6273.0,4731,1542.0,51.5047673,-0.191897,2,weekend
"Victoria & Albert Museum, South Kensington",7370.0,6710,660.0,51.4957498,-0.1723805,1,weekday
"Victoria Park Road, Hackney Central",9570.0,7214,2356.0,51.538339,-0.0437697,0,weekend
"Victoria Rise, Clapham Common",7097.0,5287,1810.0,51.4639405,-0.1481504,1,weekend
"Victory Place, Walworth",6726.0,4894,1832.0,51.4927027,-0.0922852,3,weekend
"Vincent Square, Westminster",5404.0,4508,896.0,51.4937778,-0.1364328,3,weekday
"Vincent Street, Pimlico",9722.0,7641,2081.0,51.4929642,-0.1314336,3,weekday
"Walmer Road, Avondale",4108.0,3287,821.0,51.5102844,-0.2124332,2,weekend
"Walnut Tree Walk, Vauxhall",10012.0,7779,2233.0,51.4940252,-0.1124705,3,weekday
"Walworth Square, Walworth",15706.0,12653,3053.0,51.4913274,-0.0967526,3,weekday
"Wandsworth Rd, Isley Court, Wandsworth Road",7525.0,5881,1644.0,51.5207156,-0.0108629,0,weekday
"Wandsworth Town Station, Wandsworth",8372.0,7397,975.0,51.4607615,-0.1879575,1,weekend
"Wapping High Street, Wapping",6631.0,4915,1716.0,51.5033284,-0.0609071,4,weekend
"Wapping Lane, Wapping",15279.0,12219,3060.0,51.5070887,-0.0585794,4,weekday
"Wardour Street, Soho",18752.0,15470,3282.0,51.5139837,-0.134342,5,weekday
"Warren Street Station, Euston",29448.0,24258,5190.0,51.5246192,-0.1381671,5,weekday
"Warwick Avenue Station, Maida Vale",13121.0,9837,3284.0,51.52325459999999,-0.1838447,5,weekend
"Warwick Road, Olympia",14253.0,11598,2655.0,51.4963566,-0.2107637,2,weekday
"Warwick Row, Westminster",19005.0,17342,1663.0,51.4982807,-0.1429284,3,weekday
"Warwick Square, Pimlico",12308.0,8285,4023.0,51.4905209,-0.1409516,3,weekday
"Waterloo Bridge, South Bank",5555.0,4713,842.0,51.5085965,-0.1168523,3,weekday
"Waterloo Place, St. James's",11319.0,9721,1598.0,51.5072087,-0.1323696,3,weekend
"Waterloo Road, South Bank",8351.0,7099,1252.0,51.502342,-0.1100995,3,weekday
"Waterloo Station 1, Waterloo",45611.0,37289,8322.0,51.5032466,-0.112293,3,weekday
"Waterloo Station 2, Waterloo",29479.0,14110,15369.0,51.5032466,-0.112293,3,weekday
"Waterloo Station 3, Waterloo",52925.0,47728,5197.0,51.5032466,-0.112293,3,weekday
"Watney Market, Stepney",3764.0,2738,1026.0,51.513918,-0.0568008,0,weekend
"Watney Street, Shadwell",12114.0,9235,2879.0,51.5120477,-0.0566355,0,weekday
"Webber Street , Southwark",13869.0,11029,2840.0,51.5008081,-0.1032139,3,weekday
"Wellington Arch, Hyde Park",25865.0,20057,5808.0,51.5025925,-0.1508545,5,weekend
"Wellington Road, St. John's Wood",9560.0,6853,2707.0,51.5326827,-0.1719916,5,weekday
"Wellington Row, Bethnal Green",11245.0,8891,2354.0,51.528222,-0.069743,4,weekend
"Wellington Street , Strand",20014.0,17266,2748.0,51.5113383,-0.1192869,3,weekday
"Wells Street, Fitzrovia",16683.0,14087,2596.0,51.5173602,-0.1379995,5,weekday
"Wendon Street, Old Ford",5864.0,4597,1267.0,51.5363028,-0.0263622,0,weekend
"Wenlock Road , Hoxton",16506.0,10809,5697.0,51.5314812,-0.0941127,4,weekday
"West Cromwell Road, Earl's Court",8414.0,6772,1642.0,51.4925124,-0.2008465,2,weekend
"West Kensington Station, West Kensington",7349.0,5908,1441.0,51.4901279,-0.2067174,2,weekday
"West Smithfield Rotunda, Farringdon",15286.0,12843,2443.0,51.518305,-0.1029791,4,weekday
"Westbourne Green, Westbourne",5668.0,4095,1573.0,51.51769299999999,-0.194941,2,weekend
"Westbourne Grove, Bayswater",11390.0,8527,2863.0,51.515235,-0.1933843,2,weekend
"Westbourne Park Road, Portobello",6615.0,4936,1679.0,51.5167863,-0.2056644,2,weekend
"Westbridge Road, Battersea",16601.0,14911,1690.0,51.4764487,-0.1713444,1,weekday
"Westferry Circus, Canary Wharf",12033.0,10131,1902.0,51.5060075,-0.0265703,0,weekend
"Westferry DLR, Limehouse",13541.0,11965,1576.0,51.5090546,-0.0267044,0,weekend
"Westfield Ariel Way, White City",11858.0,10341,1517.0,51.50757249999999,-0.2212054,2,weekday
"Westfield Library Corner, Shepherd's Bush",7479.0,6478,1001.0,51.5051913,-0.22469,2,weekend
"Westfield Southern Terrace ,Shepherd's Bush",3838.0,3528,310.0,51.5072023,-0.2232423,2,weekend
"Westminster Bridge Road, Elephant & Castle",3104.0,2425,679.0,51.499738,-0.1141895,3,weekend
"Westminster Pier, Westminster",29029.0,24746,4283.0,51.50163329999999,-0.12389,3,weekend
"Westminster University, Marylebone",7666.0,6295,1371.0,51.522048,-0.1549789,5,weekend
"Whiston Road, Haggerston",9089.0,6227,2862.0,51.5350046,-0.0700755,4,weekday
"Whitehall Place, Strand",21904.0,22023,-119.0,51.505955,-0.125741,3,weekend
"William IV Street, Strand",20815.0,18974,1841.0,51.5094975,-0.1253793,3,weekday
"William Morris Way, Sands End",8515.0,6843,1672.0,51.469089,-0.1841704,1,weekend
"Windsor Terrace, Hoxton",12970.0,8800,4170.0,51.529442,-0.0935242,4,weekday
"Wood Street, Guildhall",7242.0,7558,-316.0,51.5159245,-0.0913715,4,weekday
"Woodstock Grove, Shepherd's Bush",12522.0,10905,1617.0,51.5038434,-0.2171935,2,weekday
"Woodstock Street, Mayfair",7138.0,6017,1121.0,51.5141747,-0.1474237,5,weekday
"World's End Place, West Chelsea",11691.0,9478,2213.0,51.4817289,-0.1770135,1,weekday
"Wormwood Street, Liverpool Street",41693.0,34625,7068.0,51.516154,-0.082422,4,weekday
"Worship Street, Shoreditch",14876.0,13380,1496.0,51.522083,-0.0840809,4,weekday
"Wren Street, Holborn",12278.0,10169,2109.0,51.5252393,-0.1156591,3,weekday
"Wright's Lane, Kensington",19289.0,16723,2566.0,51.4997908,-0.1927563,2,weekday
"Wynne Road, Stockwell",3898.0,3099,799.0,51.4691726,-0.1130975,3,weekend
"York Hall, Bethnal Green",10736.0,8539,2197.0,51.52968509999999,-0.055257,0,weekend
"York Way, Kings Cross",10323.0,8452,1871.0,51.5352305,-0.122368,5,weekday
